"","ambiente","via","slope","angulo","slope_padronizado","Categoria CDB"
"32","Terrestre","Container/volume",0.505614139557077,26.8218060731926,0.0189429979749727,"Transporte clandestino"
"33","Terrestre","Pesquisa e e criação ex-situ",0.449080582528276,24.1839225640243,0.01793977345086,"Escape"
"34","Terrestre","Controle de erosão, quebra vento ou cerca viva",0.337450250638271,18.6469797672201,0.0159588210312228,"Soltura na natureza"
"35","Terrestre","Contaminação em sementes",0.246755146593883,13.8611301684685,0.0143493777664387,"Transporte como contaminante"
"36","Terrestre","Presença em avião",0.179135556916786,10.1559919368876,0.0131494244247456,"Transporte clandestino"
"37","Terrestre","Contaminantes em animais (exceto parasitas)",0.167077025673982,9.48519706870003,0.0129354379907875,"Transporte como contaminante"
"38","Terrestre","Produção florestal e reflorestamento",0.14970766150164,8.51438372237138,0.0126272073925066,"Escape"
"39","Terrestre","Aquicultura/maricultura",0.0847607104604646,4.84485070993891,0.0114746817515379,"Escape"
"40","Terrestre","Fazendas de peles de animais",0.0790124716387292,4.517695473879,0.011372675536831,"Escape"
"41","Terrestre","Contaminação em material para viveiros",0.0470533425753608,2.69397094814598,0.0108055401268068,"Transporte como contaminante"
"42","Terrestre","Contaminação de comida incluindo comida viva",0.0325969305668398,1.86700546545736,0.0105490017481897,"Transporte como contaminante"
"43","Terrestre","Bagagens e turismo",0.00254462344667629,0.145795869263771,0.0100157041265,"Transporte clandestino"
"44","Terrestre","Outro meio de transporte",0.00183823529403254,0.105323005467523,0.0100031688119803,"Transporte clandestino"
"45","Terrestre","Introdução para fins de conservação",0.00165966687938926,0.0950918202767621,0.01,"Soltura na natureza"
"46","Água doce","Aquário, terrário e pet (incluindo comida viva para essas espécies)",2.7849801501532,70.2483606878416,1,"Escape"
"47","Água doce","Aquicultura/maricultura",2.56181301195284,68.6768843724733,0.920624962532305,"Escape"
"48","Água doce","Pesca na natureza",2.12125527502866,64.7599203164538,0.763929459972942,"Soltura na natureza"
"49","Água doce","Jardim botânico, zoológico, aquário (não domésticos)",1.09003274398913,47.4666163880694,0.397149083171646,"Escape"
"50","Água doce","Comida viva e isca viva",0.81455340859765,39.1646555173753,0.299167889593571,"Escape"
"51","Água doce","Canais, bacias e mares interconectados",0.752276004473852,36.9532659968323,0.277017355578661,"Corredor"
"52","Água doce","Controle biológico",0.70141535951966,35.0464096054152,0.258927480736758,"Soltura na natureza"
"53","Água doce","Água de lastro",0.174585874999952,9.90322133974234,0.0715472489962987,"Transporte clandestino"
"54","Água doce","Bioincrustação em navios",0.113689777619098,6.48609505481251,0.0498880116631478,"Transporte clandestino"
"55","Água doce","Fins ornamentais",0.109421164644934,6.24452810543181,0.0483697714890267,"Escape"
"56","Água doce","Transporte de material natural",0.0939208418375158,5.3655281226323,0.042856689618991,"Transporte como contaminante"
"57","Água doce","Contaminantes em animais (exceto parasitas)",0.0254975781639165,1.46058714931985,0.0185202252024517,"Transporte como contaminante"
"58","Água doce","Outro meio de transporte",0.0240895040450999,1.37996002144104,0.018019408026412,"Transporte clandestino"
"59","Água doce","Plantas cultivadas",0.00255653718638815,0.146478471826826,0.0103606637104528,"Escape"
"60","Água doce","Pesquisa e e criação ex-situ",0.00154251198800976,0.0883793566663964,0.01,"Escape"
"61",NA,"Equipamento de pesca",NA,NA,NA,"Transporte clandestino"
"62",NA,"Parasitas em animais",NA,NA,NA,"Transporte clandestino"
"63",NA,"Parasitas em plantas",NA,NA,NA,"Transporte clandestino"
